(六)四＋镇压,(six) four + suppress
性吧,sex bar
领导人＋胸章,leader + badge
习＋胸章,Xi + badge
高层＋分歧严重,high-level + disagree seriously
政治局 + 财产,Politburo + assets
蔡咏梅,Tsoi Wing-mui
周恩来＋秘密情感,Zhou Enlai + secret feelings
周恩来＋同性（恋）,Zhou Enlai + same-sex (love) [homosexual]
周恩来＋gay,Zhou Enlai + gay
习头,Xi head
劝进表,entreaty to take power
Weapon,Weapon
习五一,Xi Wuyi
苏绍智,Su Shaozhi
南都,Southern Metropolis [News]
任志强＋挑战习,Ren Zhiqiang + challenge Xi
凛冬烈火,Winter on Fire
军变,army change
昌平法官 ,Changping judge
西藏人民议会,Parliament of the Central Tibetan Administration
西藏流亡政府,Tibetan government-in-exile
代开发票,acting invoice
卖银行卡,sell bank card
夜色论坛,dark night forum
无码 + 视频,unpixellated + video
老炮＋任志强反党,Old Cannon + Ren Zhiqiang opposes the Party
习＋蔡霞,Xi + Cai Xia
砸共产党的锅,smash the Communist Party's pot
红太阳帝国,Empire of the Red Sun
Liu＋Xiaobo ,Liu + Xiaobo
刘小波,Liu Xiaobo
色图,color photo (porn)
淫情,lusty feeling (erotica)
春晚＋四个全面,CCTV Gala + Four Comprehensives
春晚＋赵家,CCTV Gala + Zhao family
春晚＋主旋律,CCTV Gala + theme
春晚＋红领巾,CCTV Gala + Young Pioneer scarf
春晚＋文革,CCTV Gala + Cultural Revolution
春晚＋100（分）,CCTV Gala + 100 (points)
春晚＋马屁,CCTV Gala + horse butt
春晚＋老毕,CCTV Gala + Old Bi [Fujian]
春晚＋赵本山,CCTV Gala + Zhao Benshan
春晚＋彭,CCTV Gala + Peng
旺角＋骚乱,Mong Kok + riot
鱼蛋革命,Fishball Revolution
香港＋骚乱,Hong Kong + riot
习家人 ,Xi family
习领导,Xi leader
习＋皇帝,Xi + emperor
习＋女人,Xi + woman
习＋氏,Xi + clan
党政军集权 ,"centralization of party, government, and military"
屠杀＋四,massacre + four
情色小说,erotic novel
春晚＋包子,CCTV Gala + steamed bun
春晚＋政治,CCTV Gala + politics
春晚＋洗脑,CCTV Gala + brainwash
春晚＋献媚,CCTV Gala + suck up
春晚＋一百分,CCTV Gala + one hundred points
春晚＋新闻联播,CCTV Gala + News Simulcast
春晚＋六小龄童,CCTV Gala + Liu Xiao Ling Tong
习难堪,Xi Unbearable
习＋情人,Xi + lover
冤情＋中共,facts of injustice + CCP
拍肩迷药,shoulder-pat hypnosis (scam)
藏人抗议,Tibetan protest
大撒币,big spender
习 + 挖坑,Xi + dig a hole
刁core,Xi core
梦雪,Mengxue
宋祖英＋江,Song Zuying + Jiang [Zemin]
我冷＋央视记者,I'm cold + CCTV reporter
撸色,Sir Lu [Wei]
肖钢＋辞职,Xiao Gang + resign
肖钢＋下台,Xiao Gang + step down
青天白日旗,blue sky white sun flag
自由写作奖,Freedom to Write Award
死亡＋党,dead + Party
习＋黑材料,Xi + black materials
xi禁评,xi Forbidden to Criticize (Xi Jinping)
洗禁评,Wash Forbidden to Criticize (Xi Jinping)
吸金瓶,Breath Golden Bottle (Xi Jinping)
色情视频,porn video
周子瑜,Chou Tzu-yu
蔡英文,Tsai Ing-wen
台湾,Taiwan
台湾大选,Taiwan election
总统大选,presidential election
黄安,Huang An
习＋朋友圈,Xi + friends circle
习＋秘书,Xi + secretary
习 + 爷,Xi + father
习＋小圈子,Xi + clique
周永康＋曾庆红,Zhou Yongkang + Zeng Qinghong
曾飞洋＋被捕,Zeng Feiyang + be arrested
曾飞洋＋服务部,Zeng Feiyang + be arrested
鲁部长,Minister Lu
洪哲胜,Cary Hung
7条微博,7 Weibo posts
二中院 + 聚集,[Beijing] No. 2 Intermediate Court + assemble
中国军火,Chinese military munitions
三里屯 + 威胁,Sanlitun + threat
新生网,XinSheng.net
淫秽（网）,obscene (web)
色情网（站）,porn web(site)
视频 + AV,video + AV
YouTube + AV,YouTube + AV
操比,fuck cunt
赵家人,Zhao family member
赵王回车,King Zhao returns the car
习夶,Xi Bi 
刁＋大,tricky + big
习＋矛盾信号,Xi + mixed signals
三里屯＋恐怖袭击,Sanlitun + terrorist attack
圣诞＋恐怖袭击,Christmas + terrorist attack
局域网大会,LAN Conference
七不准,seven forbiddens
习 + 三人,Xi + three people
上街 + 胡,take to streets + Hu
薄 + 喊冤,Bo + declare innocence
股灾 + (刘)云山,stock market crash + [Liu] Yunshan
令计划 + 运城 ,Ling Jihua + Yuncheng
明镜集团 + 陈小平,Mingjing Group + Chen Xiaoping
彭清华,Peng Qinghua
FreeTibet,FreeTibet
当知项欠,Dhondup Wangchen
优衣酷,Uniqlo
沙甸,Shadian
操 + 逼,fuck + cunt
天朝＋谷歌,Celestial Kingdom + Google
天朝＋Google,Celestial Kingdom + Google
资源＋微信,resource + WeChat
计划生育＋人权,family planning + human rights
唐映红＋政策,Tang Yinghong + policy
秘书帮,secretary gang
习党,Xi Party
习＋名片,Xi + business card
习＋独裁,Xi + dictatorship
薄习,Bo [Xilai] Xi [Jinping]
Xifac,Xifac
jwxi,jwxi
bjxi,bjxi
w1xi,w1xi
fourthwave（第四波民主化浪潮）,fourthwave [democratization]
拜城＋袭击,Baicheng + raid
拜城＋煤矿,Baicheng + coal mine
死亡＋阿克苏,die + Aksu
黄祸,yellow peril
习近平＋拦车,Xi Jinping + stop car
(习)近平＋极权,[Xi] Jinping + totalitarianism
习上任,Xi predecessor
习＋庆丰,Xi + Qingfeng
习＋前任职,Xi + previous position
习＋史书记载,Xi + historical record
习＋监控,Xi + inspect and control
习＋李鸿章,Xi + Li Hongzhang
(习)近平＋得罪,[Xi] Jinping + totalitarianism
薄＋岳飞,Bo [Xilai] + Yue Fei
毛＋畜生,Mao + beast
哈达＋剥夺政治权利,Hada + deprive of political rights
哈达＋绑架,Hada + kidnap
哈达＋新娜,Hada + Xinna
内蒙古＋分裂,Inner Mongolia + split
610办＋改组,610 Office + reorganize
杀＋证监会,kill + Securities Regulatory Commission
访民＋拦车,petitioner + stop car
访民＋赴英,petitioner + go to England
名照＋调查,famous photo + investigate
围困 + 垃圾焚烧,beseige + trash incineration
我没有敌人,I have no enemies
博狗,Dog Bo [Xilai]
做爱,make love
孟群 ,Meng Qun
葛丽芳＋车队,Ge Lifang + motorcade
访民＋美国  ,petitioners + U.S.
共贼,communist thief
习帝王,Emperor Xi
习＋女儿,Xi + daughter
习＋肖建华,Xi + Xiao Jianhua
习近平＋股份,Xi Jinping + stock
包子＋中国梦,steamed bun + Chinese dream
包子＋专制,steamed bun + autocracy
610办＋令计划,610 Office + Ling Jihua
610办＋中共,610 Office + Chinese Communist Party
外交部 + 江,Ministry of Foreign Affairs + Jiang
中国泛蓝联盟,Union of Chinese Nationalists
蛤,toad
长者,elder
续命,prolong life
excited,excited
胡＋帕金森,Hu + Parkinson's
习＋前妻,Xi + former wife
习＋前任,Xi + predecessor
习＋柯小明,Xi + Ke Xiaoming
习＋离婚,Xi + divorce
习＋二婚,Xi + second marriage
柯小明＋前妻,Ke Xiaoming + former wife
刘部长,Minister Liu
张育军,Zhang Yujun
我为长者续一秒,"for the elder [Jiang Zemin], I'll continue for another second"
长者续命,elder continues to live
江＋去世,Jiang + pass away
习＋令徐郭  ,Xi + Ling [Jihua] Xu [Caihou] Guo [Boxiong]
习大大＋北戴河 ,Daddy Xi + Beidaihe
李克强＋黑锅,Li Keqiang + bad reputation
水工 ,irrigation works (ref. to Jiang Zemin)
彭丽媛＋小三,Peng Liyuan + mistress
彭麻麻,Mama Peng
彭妈妈,Mama Peng
彭将军,General Peng
彭母,Mother Peng
习氏,Xi clan
习＋舅舅,Xi + uncle
老大＋习,elder + Xi
习泽东,Xi Zedong
猪＋习,pig + Xi
习＋成功,Xi + succeed
习博士,Dr. Xi [Ph.D.]
习狗,Dog Xi
郭声琨＋妻子 ,Guo Shengkun + wife
郭声琨＋老婆,Guo Shengkun + wife
投资＋温家 ,invest + Wen family
总理＋财富,premier (of country) + wealth
炸＋国务院,blow up  + State Council
无能＋公安,incompetent + public security
家长＋教育部,parent + Ministry of Education
学生＋1989,student + 1989
人权＋计划,human rights + plan
左轮手枪,revolver
铅弹,lead bullet
太阳城,Sun City
骚浪,loose (of women)
鸡八,penis
北戴河＋敏感,Beidaihe + sensitive
反对＋冬奥会,oppose + Winter Olympics
fqrouter2,fqrouter2
地下教会,house church
被＋黑历史,[passive marker] + black history
蔡耀昌,Cai Yaochang
周世峰＋律师,Zhou Shifeng + lawyer
红色权贵,red nobility
江世俊,Jiang Shijun
康＋李春城,[Zhou Yong]kang + Li Chuncheng
(吴)官正＋王林,[Wu] Guanzheng + Wang Lin
厅长＋王林,department chief + Wang Lin
Wu er kai xi,Wu'erkaixi
习近平＋坦克,Xi Jinping + tank
535,May 35th (June 4th)
高清＋无码,HD + no pixellation
抽插,thrust (sexual)
周世锋＋失联,Zhou Shifen + lose contact
北京锋锐律师事务所,Beijing Fengrui Law Firm
刘卫国,Liu Weiguo
刘四新＋被抓,Liu Sixin + be caught
王宇＋被抓,Wang Yu + be caught
声援王宇,support Wang Yu
拘留＋翟岩民,detain + Zhai Yanmin
股票＋跳楼,stock + plummet
sb＋政府,"sb [shabi 傻逼, stupid] government"
圣战＋Jihad,holy war + jihad
穆畜,Muslim beasts
生日＋尊者 ,birthday + venerable one [Dalai Lama]
爆炸＋东长安街,explode + East Chang'an Avenue
爆炸＋CBD,exlode + CBD
四万亿＋温,four trillion + Wen [Jiabao]
永康＋自辩书,[Zhou] Yongkang + Apology
吴小辉,Wu Xiaohui
外籍＋习,foreign nationality + Xi [Jinping]
习＋汪,Xi [Jinping] + Wang
明泽,[Xi] Mingze
午3时＋维园,3 p.m. + Victoria Park
(许)志永＋被抓,[Xu] Zhiyong + be caught
和田＋皮山,Hetian + Pishan
喀什＋击毙,Kashgar + shoot dead
喀什＋暴恐,Kashgar + violent terrorist [attack]
7枚爆炸装置＋3把大刀,7 explosive devices + 3 large knives
翟岩民＋维权,Zhai Yanming + rights defense (weiquan)
带鱼＋公知,cutlassfish + public intellectual
带鱼＋包子,cutlassfish + steamed dumpling (baozi)
带鱼＋庆丰,cutlassfish + Qingfeng [Steamed Bun Shop]
包子帝,Emperor Dumpling
姓习的,surnamed Xi
宇宙真理＋党,truth of the universe + [political] party
习近平＋彭家声,Xi Jinping + Peng family reputation
习近平＋镇压,Xi Jinping + suppress
央视网＋重大政治差错,CCTV net (website) + grave political mistake
(李)小琳＋电,[Li] Xiaolin + power
周永康＋反党,Zhou Yongkang + anti-Party
曾庆红＋刘振亚,Zeng Qinghong + Liu Zhenya
刘延东＋女婿,Liu Yandong + son-in-law
卡西酮,cathinone
安眠酮,methaqualone
贵州＋喊冤,Guizhou + call out grievance
拦轿,stop traffic
黎亮＋情人,Li Liang + lover
黎亮＋三峡,Li Liang + Three Gorges
清君侧,rid emperor of his close attendants
王岐山＋摩根,Wang Qishan + [JP] Morgan
摩根＋中纪委,[JP] Morgan + Central Commission for Discipline Inspection
美国证券交易委员会＋通信记录,U.S. Securities and Exchange Commission + communication record
缅甸军政府＋习近平,military government of Burma + Xi Jinping
袁部长,Minister Yuan [Guiren]
政治体制＋颜色革命,political system + color revolution
政治局＋被免职,Politburo + be removed from office
周永康＋视察,Zhou Yongkang + inspect
周永康＋死刑,Zhou Yongkang + death sentence
周永康＋双规,Zhou Yongkang + dual designation (shuanggui)
周永康＋被抓,Zhou Yongkang + be caught
(周)永康＋蒋洁敏,[Zhou] Yongkang + Jiang Jiemin
何俊仁,He Junren
程翔,Ching Cheong
6+si,6+si [six + four]
6four,6four
63+1,63+1
631日,631 day
8jiu,8jiu [eight + nine]
bajiu,bajiu [eight nine]
liu4,liu4 [six4]
liusi,liusi [six four]
six+four,six+four
six4,six4
viiv,viiv
8的平方,square of 8 [64]
八的平方,square of eight
八九,eight nine
捌玖,eight nine
六四,six four
六肆,six four
陆四,six four
陆＋肆,six + four
这一天,this day
anniversary,anniversary
jun 4th,jun 4th
6/4/2015,6/4/2015
26years,26years
26年,26 years
26周年,26th anniversary
二十六年,twenty-six years
二十六周年,twenty-sixth anniversary
64＋屠杀,64 + massacre
64＋开枪,64 + open fire
89事件,89 incident
占占人,[tanks pointed at person]
占占点,[tanks rolling over person]
占点占,[tanks rolling over person]
春夏之交,end of spring and beginning of summer
北京屠城,massacre of Beijing
天下围城,empire beseiges the city
历史的伤口,Wound of History [song]
坦克,tank
平反,redress
学运,student movement
学潮,student strike
反官倒,oppose official profiteering
TAM（“天安门”拼音缩写）,TAM [Tian An Men]
tiananmen,tiananmen
天an门,TIANanMEN
广场,public square
tank man,tank man
丁子霖,Ding Zilin
胡耀邦,Hu Yaobang
赵紫阳,Zhao Ziyang
烛光,candlelight
蜡烛,candle
维园,Victoria Park
祭奠,memorial ceremony
纪念,commemorate
缅怀,honor the memory of
致敬,pay respects
习近平＋言而无信,Xi Jinping + go back on one's word
麻痹哥,Paralyzed Brother
戴建勇,Dai Jianyong
coca,coca
刁＋特勒,Diao + Tele
打压＋大V,suppress + Big V
中央统战部部长,head of the United Front Work Department
藏人＋住旅店被拒,Tibetan + be refused hotel booking
（习）近平＋暗杀,[Xi] Jinping + assassinate
习＋情妇,Xi + mistress
习金瓶,Xi Golden Vase [Xi Jinping]
习近平＋罪状,Xi Jinping + charges [in indictment]
江＋央视,Jiang [Zemin] + CCTV
江＋博物馆,Jiang [Zemin] + museum
李源潮＋妻子,Li Yuanchao + wife
供匪,"supply bandits [sounds like ""communist bandits']"
贾晓霞,Jia Xiaoxia (Margaret Jia)
林昭＋秘密枪决,Lin Zhao + secret execution by firing squad
林昭＋祭日,Lin Zhao + memorial day
子弹,bullet
杨建利,Yang Jianli
党争,struggle among political factions
权力交接,transfer of power
老虎＋浮出水面,tiger + rise to the surface
习近平＋曾庆红,Xi Jinping + Zeng Qinghong
王健林＋权贵,Wang Jianlin + bigwig
万达股份＋习近平,Wanda shares + Xi Jinping
习＋姐姐,Xi + older sister
高瑜,Gao Yu
李锐＋海关,Li Rui + customs
鲍樸,Bao Pu
毛主席像＋泼墨,Mao Zedong's portrait + splash ink
习近平＋果敢,Xi Jinping + courageous
公民＋审判,citizen + trial
熊焱,Xiong Yan
鲁昕,Lu Xin
中国＋最穷国家,China + poorest country
武嵘嵘＋女权＋人士,Wu Rongrong + women's rights + personage
郑楚然＋女权＋人,Zheng Churan + women's rights + person
李婷婷＋女权＋人,Li Tingting + women's rights + person
韦婷婷＋女权＋人,Wei Tingting + women's rights + person
王曼＋女权,Wang Man + women's rights
武嵘嵘＋释放,Wu Rongrong + release
郑楚然＋释放,Zheng Churan + release
李婷婷＋释放,Li Tingting + release
韦婷婷＋释放,Wei Tingting + release
王曼＋释放,Wang Man + women's rights
张越＋周永康,Zhang Yue + Zhou Yongkang
明镜＋周永康,MIngjiang + Zhou Yongkang
2号专案组,number 2 investigating team
三角政治同盟,three-point political alliance
曾山＋邓六金,Zeng Shan + Deng Liujin
习近平＋清算,Xi Jinping + settle accounts
习近平＋智囊,Xi Jinping + wise advisor
九门提督,Commander of the Nine Gates
傅振华,Fu Zhenhua (Fu Zhenghua)
傅正华,Fu Zhenghua
傅震华,Fu Zhenhua (Fu Zhenghua)
习＋胡舒立,Xi + Hu Shuli
习＋王小洪,Xi + Wang Xiaohong
（习）近平＋权力斗争,[Xi] Jinping + power struggle
胡＋家史,Hu + family history
中央警卫局＋缴械,Central Security Bureau + surrender
李友＋日本豪宅,Li You + Japan mansion
习近平时代,Xi Jinping era
带走＋女权,take away + women's rights [activists]
郑楚然＋被带走,Zheng Churan + taken away
李麦子＋被带走,Li Maizi + taken away
韦婷婷＋被带走,Wei Tingting + taken away
王曼＋被带走,Wang Man + taken away
拜城＋警察,Baicheng [County] + police
皮山＋爆炸,Pishan [County] + explosion
喀什＋出事,Kashgar + something happened
习＋之江新军,Xi + new army of Zhijiang
之江新军＋闽江旧部,new army of Zhijiang + former troops of the Min River
丁薛祥,Ding Xuexiang
习＋微薄,Xi + meager (weibo)
庆亲王,Prince Qing of First Rank
庆＋老虎,Qing + tiger
江＋才厚,Jiang [Zemin] + [Xu] Caihou
剿匪不力,insufficiently suppress bandits (Chiang Kai-shek)
朱榕基,Zhu Rongji
朱熔基,Zhu Rongji
中国＋网民＋自由,China + netizens + freedom
香港＋水货客＋示威,Hong Kong + parallel traders + demonstration
习近平＋戈尔巴乔夫,Xi Jinping + Gorbachev
庆丰帝,Emperor Qingfeng (steamed bun shop)
庆丰三年,third year of Qingfeng's reign
庆丰二年,second year of Qingfeng's reign
庆丰元年,first year of Qingfeng's reign
习某,a certain Xi [Jinping]
(谷)俊山＋2000万,[Gu] Junshen + 20 million
才厚＋儿子,[Xu] Caihou + son
袁贵人,Yuan Guiren
曾庆洪,Zeng Qinghong
习＋评价＋江,Xi [Jinping] + evaluate + Jiang [Zemin]
维族＋砍,Uyghur + chop
电力一姐,first lady of power (Li Xiaolin)
天安门＋举牌,Tiananmen + hold up a sign
行为艺术,performance art
穹顶之下,Under the Dome
雾霾＋APEC,smog + APEC
曾庆(红)＋亲王,Zeng Qing[hong] + Prince Qing
(曾)庆红＋庆亲王,[Zeng] Qinghong + Prince Qing of First Rank
曾伟＋澳大利亚,Zeng Wei + Australia
(曾)庆红＋(胡)锦涛,[Zeng] Qinghong + [Hu] Jintao
邢运明,Xing Yunming
江＋贪腐,Jiang [Zemin] + corrupt
接班人＋胡春华,successor + Hu Junhua
习＋称帝,Xi + call [him] emperor
刁包子,Steamed Bun Diao (Xi Jinping)
彭＋解放军艺术,Peng [Liyuan] + PLA Arts [College]
开放报禁,lift press ban
邓三科,"Deng Three-science (Deng Xiaoping Theory, Three Represents, Scientific Development Outlook)"
中央警卫团,Chinese Central Safeguard Regiment
军管,military control
袁＋上百亿,Yuan + over ten billion
袁＋(儿)子＋教材,Yuan + son + teaching material
高严＋猎狐行动,Gao Yan + Operation Fox Hunt
星际赌场,StarWorld casino
十八摸,eighteen strokes
习老,Xi old
习＋信号,Xi + signal
红朝太祖,first emperor of the red dynasty (Mao Zedong)
zhou＋带鱼,zhou + cutlassfish
周黛玉,Zhou Daiyu
今年＋2015年,this year + 2015
纳税人的钱哪去了,where has the taxpayer's money gone
腐败＋震惊,corruption + shock
网特,Internet agent
不雅,indecency
刁犬犬,Diao Quanquan (Xi Jinping)
习＋包子,Xi + steamed bun
习＋请求,Xi + request
黑黑习,a certain Xi
港媒＋大老虎,Hong Kong media + big tiger
王敏＋山东帮总管,Wang Min + leader of Shandong gang
永康＋沈冰,Yongkang + Shen Bing
永康＋儿子,Yongkang + son
永康＋薄,Yongkang + Bo
南充＋贿选,Nanchong + election bribery
杨建华,Yang Jianhua
二奸二(假),two betrayals and two falsehoods
江氏＋黑幕,Jiang clan + dirty secrets
大荤君,Da Hun Jun
贾廷安被抓,Jia Ting'an nabbed
贾廷安被调查,Jia Ting’an under investigation
祖英＋豪宅,Zuying + mansion
方舟子,Fang Zhouzi
周＋带鱼,Zhou + cutlassfish
寻衅滋事,picking quarrels and provoking troubles
令计划＋大秘,Ling Jihua + big secret
江＋现身,Jiang + shows himself
江绵恒＋双规,Jiang Mianheng + shuanggui
习＋马云,Xi + Jack Ma
习＋拉帮结派,Xi + cliques
习＋微信,Xi + WeChat
（习）近平＋大秘,(Xi) Jinping + big secret
郭玉闪＋寻衅滋事,Guo Yushan + picking quarrels and provoking troubles
撑＋学生,support + students
zhanzhong,zhanzhong (Occupy Central)
香港＋黑衣,Hong Kong + black clothes
香港＋平反,Hong Kong + redress
香港＋防暴警察,Hong Kong + riot police
习近平＋武力清场,Xi Jinping + clear space with armed force
三穗＋武警,Sansui + armed police
三穗＋警察,Sansui + police
三穗＋游行,Sansui + march
邓＋女婿,Deng [Xiaoping] + son-in-law
蔡明照,Cai Mingzhao
（芮）成钢＋（王）岐山,[Rui] Chenggang + [Wang] Qishan
毒菜政府（即“独裁”政府）,poisoned vegetable government
告别央视＋这个时代的一些真话,farewell to CCTV + some true words for this era
香港＋抗议＋人大,Hong Kong + protest + People’s Congress
umbrella revolution,umbrella revolution
撑起雨伞,open umbrella
雨遮革命,awning revolution
香港觉醒,Hong Kong wake up
敢想不敢说,dare to think not dare to say
站中,stand Central
占领＋旺角,occupy + Mong Kok
占领＋铜锣湾,occupy + Causeway Bay
包围＋政总,surround + central government [offices]
冲击＋政总, impact + central government [offices]
旺角集会,Mong Kok assembly
张秀贤,Tommy Cheung Sau-yin
王光伟＋阶级斗争,great glorious and correct + class struggle
主习,Master Xi
雨伞革命,umbrella revolution
遮打革命,Chater revolution
伞花革命,umbrella flower revolution
谁还未发声,Do You Hear the People Sing
戴耀廷,Benny Tai
朱耀明,Chu Yiu-ming
公民提名,citizen nomination
添马公园,Tamar Park
胡椒喷雾,pepper spray
香港＋清场,Hong Kong + clear the square
示威＋胡（椒）,demonstrate + hu(jiao)
必须旗帜鲜明地反对动乱,It Is Necessary to Take a Clear-cut Stand Against Disturbances
香港＋学生,Hong Kong + students
香港＋罢课,Hong Kong + student strike
香港＋催泪弹,Hong Kong + tear gas canister
香港＋开枪,Hong Kong + open fire
香港＋抗命,Hong Kong + disobery orders
香港人＋上街,Hong Kongers + take to the streets
公民抗命,citizens disobey orders
公民广场,citizen plaza
占中,Occupy Central
占领＋中环,occupy + Central
占领＋金钟,occupy + Admiralty
黄之锋,Joshua Wong
黄丝带,yellow ribbon
香港加油,go Hong Kong
香港挺住,Hong Kong stand firm
声援＋香港,support + Hong Kong
支持香港,support Hong Kong
